"Indian Harbour Beach","Brevard County","Florida",8334,8225,8152,6933,5967,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian River Shores","Indian River County","Florida",4075,3901,3448,2278,1254,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Rocks Beach","Pinellas County","Florida",4196,4113,5072,3963,3717,2666,1940,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Shores","Pinellas County","Florida",1444,1420,1705,1405,984,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inglis","Levy County","Florida",1303,1325,1491,1241,1173,449,250,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interlachen","Putnam County","Florida",1358,1403,1475,1160,848,478,349,297,251,235,177,263,147,207,0,0,0,0,0,0
"Inverness","Citrus County","Florida",7162,7210,6789,5797,4095,2299,1878,1471,1075,1215,1132,0,0,0,0,0,0,0,0,0
"Islamorada, Village of Islands village; Florida","Monroe County","Florida",6523,6119,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacksonville","Duval County","Florida",853382,821784,735617,672971,571003,528865,201030,204517,173065,129549,91558,57699,28429,17201,7650,6912,2118,1045,0,0
"Jacksonville Beach","Duval County","Florida",22665,21362,20990,17839,15462,12779,12049,6430,3566,409,357,249,0,0,0,0,0,0,0,0
"Jacob City","Jackson County","Florida",244,250,281,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jasper","Hamilton County","Florida",3954,4546,1780,2099,2093,2221,2103,2327,1722,1748,1260,1730,993,0,311,138,0,0,0,0
"Jay","Santa Rosa County","Florida",566,533,579,666,633,646,672,547,0,0,0,0,0,0,0,0,0,0,0,0
"Jennings","Hamilton County","Florida",866,878,833,712,749,582,516,549,499,561,628,480,0,0,0,0,0,0,0,0
"Juno Beach","Palm Beach County","Florida",3363,3176,3262,2121,1142,747,249,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jupiter","Palm Beach County","Florida",60681,55156,39328,24986,9868,3136,1058,313,215,176,0,0,0,0,0,0,0,0,0,0
"Jupiter Inlet Colony","Palm Beach County","Florida",433,400,368,405,378,396,242,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jupiter Island","Martin County","Florida",864,817,620,549,364,295,114,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenneth City","Pinellas County","Florida",5026,4980,4400,4462,4344,3862,2114,0,0,0,0,0,0,0,0,0,0,0,0,0
"Key Biscayne","Miami-Dade County","Florida",12924,12344,10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Key Colony Beach","Monroe County","Florida",845,797,788,977,977,371,66,0,0,0,0,0,0,0,0,0,0,0,0,0
"Key West","Monroe County","Florida",25704,24649,25478,24832,24382,29312,33956,26433,12927,12831,18749,19945,17114,18080,9890,5016,2832,2367,688,0
"Keystone Heights","Clay County","Florida",1403,1350,1349,1315,1056,800,655,307,145,107,0,0,0,0,0,0,0,0,0,0
"Kissimmee","Osceola County","Florida",66722,59682,47814,30050,15487,7119,6845,4310,3225,3163,2722,2157,1132,1086,0,0,0,0,0,0
"La Crosse","Alachua County","Florida",375,360,143,122,170,365,165,146,192,374,0,0,0,0,0,0,0,0,0,0
"LaBelle","Hendry County","Florida",4693,4640,4210,2703,2287,1823,1262,945,837,397,377,0,0,0,0,0,0,0,0,0
"Lady Lake","Lake County","Florida",14455,13926,11828,8071,1193,382,335,331,309,233,0,0,0,0,0,0,0,0,0,0
"Lake Alfred","Polk County","Florida",5253,5015,3890,3622,3134,2847,2191,1270,920,629,317,0,0,0,0,0,0,0,0,0
"Lake Buena Vista","Orange County","Florida",10,10,16,1776,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
