"Peetz","Logan County","Colorado",237,238,227,179,220,186,218,232,207,244,322,0,0,0,0,0,0
"Pierce","Weld County","Colorado",871,834,884,823,878,452,424,372,343,281,327,0,0,0,0,0,0
"Pitkin","Gunnison County","Colorado",67,66,124,53,59,44,94,152,156,228,165,250,203,371,1891,0,0
"Platteville","Weld County","Colorado",2608,2485,2370,1515,1662,683,582,570,561,533,479,430,263,213,0,0,0
"Poncha Springs","Chaffee County","Colorado",764,737,466,244,321,198,201,114,94,80,37,43,97,101,170,0,0
"Pritchett","Baca County","Colorado",136,140,137,153,183,170,247,286,495,451,0,0,0,0,0,0,0
"Pueblo","Pueblo County","Colorado",108423,106595,102121,98640,101686,97774,91181,63685,52162,50096,43050,41747,28157,24558,3217,666,0
"Ramah","El Paso County","Colorado",127,123,117,94,119,101,109,142,186,171,0,0,0,0,0,0,0
"Rangely","Rio Blanco County","Colorado",2430,2365,2096,2278,2113,1591,1464,808,0,0,0,0,0,0,0,0,0
"Raymer","Weld County","Colorado",102,96,91,98,80,68,91,130,169,254,267,0,0,0,0,0,0
"Red Cliff","Eagle County","Colorado",270,267,289,297,409,621,586,556,715,544,347,383,256,383,0,0,0
"Rico","Dolores County","Colorado",256,265,205,92,76,275,353,212,388,447,326,368,811,1134,894,0,0
"Ridgway","Ouray County","Colorado",953,924,713,423,369,262,254,209,354,239,400,376,245,0,0,0,0
"Rifle","Garfield County","Colorado",9488,9172,6784,4636,3215,2150,2135,1525,1373,1287,865,698,273,0,0,0,0
"Rockvale","Fremont County","Colorado",498,487,426,321,338,359,413,380,575,710,1249,1413,870,0,0,0,0
"Rocky Ford","Otero County","Colorado",3873,3957,4286,4162,4804,4859,4929,4087,3493,3426,3746,3230,2018,468,47,0,0
"Romeo","Conejos County","Colorado",394,404,375,341,308,352,339,404,392,188,0,0,0,0,0,0,0
"Rye","Pueblo County","Colorado",154,153,202,168,232,207,179,166,163,0,0,0,0,0,0,0,0
"Saguache","Saguache County","Colorado",480,485,578,584,656,642,722,1024,1219,1010,948,620,389,660,325,0,0
"Salida","Chaffee County","Colorado",5406,5236,5504,4737,4870,4355,4560,4553,4969,5065,4689,4425,3722,2586,0,0,0
"San Luis","Costilla County","Colorado",622,629,739,800,842,781,0,0,0,0,0,0,0,0,0,0,0
"Sanford","Conejos County","Colorado",870,879,817,750,687,638,679,666,736,597,555,564,0,0,0,0,0
"Sawpit","San Miguel County","Colorado",42,40,25,36,41,26,30,0,0,0,0,121,94,0,0,0,0
"Sedgwick","Sedgwick County","Colorado",145,146,191,183,258,208,299,332,373,444,380,0,0,0,0,0,0
"Seibert","Kit Carson County","Colorado",218,181,180,181,180,192,210,346,249,273,311,0,0,0,0,0,0
"Severance","Weld County","Colorado",3525,3165,597,106,102,59,70,108,138,0,0,0,0,0,0,0,0
"Sheridan","Arapahoe County","Colorado",5949,5664,5600,4976,5377,4787,3559,1715,712,587,455,498,442,0,0,0,0
"Sheridan Lake","Kiowa County","Colorado",88,88,66,95,87,86,90,0,0,0,0,0,0,0,0,0,0
"Silt","Garfield County","Colorado",3007,2930,1740,1095,923,434,384,361,359,264,165,0,0,0,0,0,0
"Silver Cliff","Custer County","Colorado",584,587,512,322,280,126,153,217,309,201,241,250,576,546,5040,0,0
"Silver Plume","Clear Creek County","Colorado",172,170,203,134,140,164,86,136,139,126,272,460,775,908,0,0,0
"Silverthorne","Summit County","Colorado",4271,3887,3196,1768,989,400,0,0,0,0,0,0,0,0,0,0,0
"Silverton","San Juan County","Colorado",655,637,531,716,794,797,822,1375,1127,1301,1150,2153,1360,0,0,0,0
"Simla","Elbert County","Colorado",627,618,663,481,494,460,450,424,421,351,387,0,0,0,0,0,0
"Snowmass Village","Pitkin County","Colorado",2898,2826,1822,1449,999,0,0,0,0,0,0,0,0,0,0,0,0
"South Fork","Rio Grande County","Colorado",364,386,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springfield","Baca County","Colorado",1405,1451,1562,1475,1657,1660,1791,2041,1082,1393,295,0,0,0,0,0,0
"Starkville","Las Animas County","Colorado",53,59,128,104,127,166,261,0,0,0,0,0,0,928,0,0,0
"Steamboat Springs","Routt County","Colorado",12260,12088,9815,6695,5098,2340,1843,1913,1613,1198,1249,1227,0,0,0,0,0
"Sterling","Logan County","Colorado",14629,14777,11360,10362,11385,10636,10751,7534,7411,7195,6415,3044,998,540,0,0,0
"Stratton","Kit Carson County","Colorado",663,658,669,649,705,790,680,720,623,507,421,0,0,0,0,0,0
"Sugar","Crowley County","Colorado",253,258,279,252,306,307,409,527,565,598,836,808,689,0,0,0,0
"Superior","Boulder County","Colorado",12855,12483,9011,255,208,171,173,134,205,160,233,349,0,0,0,0,0
"Swink","Otero County","Colorado",602,617,696,584,668,381,348,336,374,418,465,310,0,0,0,0,0
"Telluride","San Miguel County","Colorado",2369,2325,2221,1309,1047,553,677,1101,1337,512,1618,1756,2446,766,0,0,0
