"Brooklyn","Cuyahoga County","Ohio",10947,11169,11586,11706,12342,13142,10733,6317,1108,784,0,0,0,0,0,648,0,0,0,0,0,0,0
"Brooklyn Heights","Cuyahoga County","Ohio",1532,1543,1558,1450,1653,1527,1449,931,496,413,605,400,0,0,0,0,0,0,0,0,0,0,0
"Brookside","Belmont County","Ohio",617,632,644,703,887,939,831,845,975,882,426,383,249,0,0,0,0,0,0,0,0,0,0
"Brookville","Montgomery County","Ohio",5894,5884,5289,4621,4322,4403,3184,1908,1653,1403,1336,1187,869,618,574,0,0,0,0,0,0,0,0
"Broughton","Paulding County","Ohio",117,120,166,151,171,155,153,128,131,113,111,195,226,0,0,0,0,0,0,0,0,0,0
"Brunswick","Medina County","Ohio",34604,34255,33388,28230,28104,15852,11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryan","Williams County","Ohio",8473,8545,8333,8348,7879,7008,7361,6365,5404,4689,4252,3641,3131,3068,2952,2284,1064,0,0,0,0,0,0
"Buchtel","Athens County","Ohio",555,558,574,640,585,592,499,569,775,799,1178,1180,0,0,417,0,0,0,0,0,0,0,0
"Buckeye Lake","Licking County","Ohio",2737,2746,3049,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buckland","Auglaize County","Ohio",232,233,255,239,271,281,300,274,287,242,258,364,349,0,0,0,0,0,0,0,0,0,0
"Bucyrus","Crawford County","Ohio",11973,12362,13224,13496,13433,13111,12276,10327,9727,10027,10425,8122,6560,5974,3835,3066,2180,2315,1634,308,0,0,0
"Burbank","Wayne County","Ohio",208,207,279,289,365,354,324,393,348,299,300,351,325,331,293,258,0,0,0,0,0,0,0
"Burgoon","Sandusky County","Ohio",171,172,199,224,244,221,243,223,267,246,208,0,0,0,110,0,0,0,0,0,0,0,0
"Burkettsville","Darke/Mercer County","Ohio",247,244,254,268,295,279,290,211,220,155,218,236,0,0,0,0,0,0,0,0,0,0,0
"Burton","Geauga County","Ohio",1463,1455,1450,1349,1401,1214,1085,932,761,597,592,650,727,633,480,0,0,0,0,0,0,0,0
"Butler","Richland County","Ohio",916,933,921,968,991,1052,976,833,695,634,622,730,567,266,394,0,0,0,0,0,0,0,0
"Butlerville","Warren County","Ohio",166,163,231,188,223,204,224,152,93,68,97,96,125,125,167,191,0,208,0,0,0,0,0
"Byesville","Guernsey County","Ohio",2400,2438,2574,2435,2572,2097,2447,2236,2418,2638,2775,3156,1267,789,0,25,0,35,0,0,0,0,0
"Cadiz","Harrison County","Ohio",3289,3353,3308,3439,4058,3060,3259,3020,2808,2597,2084,1971,1755,1716,1817,1435,1168,1144,1028,818,537,0,0
"Cairo","Allen County","Ohio",536,524,499,473,596,587,566,505,440,374,380,386,338,325,316,0,0,0,0,0,0,0,0
"Caldwell","Noble County","Ohio",1695,1748,1956,1786,1935,2082,1999,1767,1705,1778,1706,1430,927,1248,602,318,0,0,0,0,0,0,0
"Caledonia","Marion County","Ohio",561,577,578,644,759,792,673,655,629,526,492,562,682,757,627,419,0,0,0,0,0,0,0
"Cambridge","Guernsey County","Ohio",10485,10635,11520,11748,13573,13656,14562,14739,15044,16129,13104,11327,8241,4361,2883,2193,1452,1041,766,0,0,0,0
"Camden","Preble County","Ohio",1984,2046,2302,2210,1971,1507,1308,1084,991,888,904,899,905,846,800,648,637,0,0,0,0,0,0
"Campbell","Mahoning County","Ohio",8033,8235,9460,10038,11619,12577,13406,12882,13785,14673,11237,4972,0,0,0,0,0,0,0,0,0,0,0
"Canal Fulton","Stark County","Ohio",5493,5479,5061,4157,3481,2367,1555,1258,1115,1160,1057,978,1172,1173,1196,1048,0,0,0,0,0,0,0
"Canal Winchester","Franklin County","Ohio",7704,7101,4478,2617,2749,2412,1976,1194,1046,906,791,740,662,633,850,633,459,352,0,0,0,0,0
"Canfield","Mahoning County","Ohio",7390,7515,7374,5409,5535,4997,3252,1465,1141,1015,806,685,672,675,650,640,649,527,0,0,0,0,0
"Canton","Stark County","Ohio",72297,73007,80806,84161,93077,110053,113631,116912,108401,104906,87091,50217,30667,26189,12258,8660,4041,2603,0,1257,0,0,0
"Cardington","Morrow County","Ohio",2054,2047,1849,1770,1665,1730,1613,1465,1304,1192,1109,1349,1354,1428,1365,918,846,292,0,0,0,0,0
"Carey","Wyandot County","Ohio",3608,3674,3901,3684,3674,3523,3722,3260,2984,2722,2488,2225,1816,1605,1148,692,0,0,0,0,0,0,0
"Carlisle","Warren/Montgomery County","Ohio",5200,4915,5121,4872,4276,3821,671,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0
"Carroll","Fairfield County","Ohio",521,524,488,558,641,614,444,416,337,351,348,284,223,293,288,187,0,0,0,0,0,0,0
"Carrollton","Carroll County","Ohio",3180,3241,3190,3042,3065,2817,2786,2658,2548,2286,2192,1730,1271,1228,1136,813,721,0,0,0,0,0,0
"Casstown","Miami County","Ohio",271,267,322,246,331,380,366,368,306,298,291,265,262,292,331,241,232,394,0,0,0,0,0
"Castalia","Erie County","Ohio",835,852,935,915,973,1045,954,736,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
