"Flovilla","Butts","Georgia",639,653,652,602,458,289,284,315,240,230,371,495,523,422,0,0,0,0,0,0,0,0,0
"Flowery Branch","Hall","Georgia",6385,5679,1806,1251,755,779,741,610,506,418,461,373,420,350,289,0,0,0,0,0,0,0,0
"Folkston","Charlton","Georgia",5206,2502,2178,2285,2243,2112,1810,1515,1024,506,397,355,167,0,0,0,0,0,0,0,0,0,0
"Forest Park","Clayton","Georgia",18949,18468,21447,16925,18782,19994,14201,2653,577,388,308,173,0,0,0,0,0,0,0,0,0,0,0
"Forsyth","Monroe","Georgia",3993,3788,3776,4268,4624,3736,3697,3125,2372,2277,2241,2203,1172,920,1105,0,0,0,0,0,0,0,0
"Fort Gaines","Clay","Georgia",1079,1107,1110,1248,1260,1255,1320,1339,1357,1272,1237,1320,1305,1097,867,758,0,0,0,0,0,0,0
"Fort Oglethorpe","Catoosa/Walker","Georgia",9590,9263,6940,5880,5443,3869,2251,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort Valley","Peach","Georgia",8952,9815,8005,8198,9000,9251,8310,6820,4953,4560,3223,2697,2022,1752,1277,1333,0,0,0,0,0,0,0
"Franklin","Heard","Georgia",974,993,902,876,711,749,603,425,390,312,317,340,218,250,269,0,0,0,0,0,0,0,0
"Franklin Springs","Franklin","Georgia",1143,952,762,475,797,501,278,182,116,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Funston","Colquitt","Georgia",445,449,426,248,337,293,293,233,199,144,157,236,0,0,0,0,0,0,0,0,0,0,0
"Gainesville","Hall","Georgia",36306,33804,25578,17885,15280,15459,16523,11936,10243,8624,6272,5925,4382,3202,1919,472,344,0,0,0,0,0,0
"Garden City","Chatham","Georgia",8994,8778,11289,7410,6895,5790,5451,1557,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
