"Sunburst","Toole County","Montana",367,375,415,437,476,604,882,845,709,486,0,0,0,0,0,0
"Superior","Mineral County","Montana",848,812,893,881,1054,993,1242,626,0,0,0,0,0,0,0,0
"Terry","Prairie County","Montana",591,605,611,659,929,870,1140,1191,1012,779,794,0,0,0,0,0
"Thompson Falls","Sanders County","Montana",1340,1313,1321,1319,1478,1356,1274,851,736,468,508,325,0,0,0,0
"Three Forks","Gallatin County","Montana",1903,1869,1728,1203,1247,1188,1161,1114,876,884,1071,674,0,0,0,0
"Townsend","Broadwater County","Montana",1942,1878,1867,1635,1587,1371,1528,1316,1309,735,897,759,446,245,0,0
"Troy","Lincoln County","Montana",941,938,957,953,1088,1046,855,770,796,498,763,0,0,0,0,0
"Twin Bridges","Madison County","Montana",386,375,400,374,437,613,509,497,534,671,755,491,0,0,0,0
"Valier","Pondera County","Montana",511,509,498,519,640,651,724,710,641,575,613,0,0,0,0,0
"Virginia","Madison County","Montana",198,190,130,142,192,149,194,323,380,242,342,467,568,675,624,0
"Walkerville","Silver Bow County","Montana",700,675,714,605,887,1097,1463,1631,1880,2085,2391,2491,2621,1743,444,0
"Westby","Sheridan County","Montana",183,168,172,253,291,287,0,0,0,0,0,0,0,0,0,0
"West Yellowstone","Gallatin County","Montana",1322,1271,1177,913,735,756,309,396,369,287,253,0,0,0,0,0
"Whitefish","Flathead County","Montana",6864,6357,5032,4368,3703,3349,1519,1025,858,575,574,417,446,640,0,0
"Whitehall","Jefferson County","Montana",1079,1038,1044,1067,1030,1035,2965,3268,2602,2803,2867,1479,0,0,0,0
"White Sulphur Springs","Meagher County","Montana",925,939,984,963,1302,1200,898,929,818,553,629,417,0,0,0,0
"Wibaux","Wibaux County","Montana",655,589,567,628,782,644,766,739,625,619,611,487,0,0,0,0
"Winifred","Fergus County","Montana",208,208,156,150,155,190,220,217,300,251,262,0,0,0,0,0
"Winnett","Petroleum County","Montana",183,182,185,188,207,271,360,407,399,408,316,0,0,0,0,0
"Wolf Point","Roosevelt County","Montana",2835,2621,2663,2880,3074,3095,3585,2557,1960,1539,2098,0,0,0,0,0
