"Crane","Stone County","Missouri",1390,1462,1390,1218,1185,1003,954,939,1013,1030,1151,1002,0,0,0,0,0,0,0,0
"Creighton","Cass County","Missouri",343,349,322,289,301,294,228,269,272,289,335,400,360,308,0,0,0,0,0,0
"Crestwood","St. Louis County","Missouri",11951,11912,11863,11234,12815,15123,11106,1645,0,0,0,0,0,0,0,0,0,0,0,0
"Creve Coeur","St. Louis County","Missouri",17868,17833,16500,12304,11743,8967,5122,2040,0,0,0,0,0,0,0,0,0,0,0,0
"Crocker","Pulaski County","Missouri",1081,1110,1033,1077,979,814,821,712,453,522,506,0,0,0,0,0,0,0,0,0
"Cross Timbers","Hickory County","Missouri",210,216,185,168,217,204,186,179,0,0,0,0,0,0,130,0,0,0,0,0
"Crystal City","Jefferson County","Missouri",4839,4855,4247,4088,3618,3898,3678,3499,3417,3057,2243,0,0,1104,460,0,0,0,0,0
"Crystal Lake Park","St. Louis County","Missouri",499,470,457,506,496,356,307,167,95,0,0,0,0,0,0,0,0,0,0,0
"Crystal Lakes","Ray County","Missouri",350,358,383,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cuba","Crawford County","Missouri",3383,3356,3230,2537,2120,2070,1672,1301,1033,814,704,619,552,497,374,0,0,0,0,0
"Curryville","Pike County","Missouri",227,225,251,261,323,337,287,258,266,236,285,238,271,302,273,0,0,0,0,0
"Dadeville","Dade County","Missouri",228,234,224,220,216,149,142,208,248,272,333,401,466,0,243,0,0,0,0,0
"Dalton","Chariton County","Missouri",17,17,27,38,76,135,197,237,342,357,398,261,223,332,199,0,0,0,0,0
"Dardenne Prairie","St. Charles County","Missouri",12783,11494,4384,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darlington","Gentry County","Missouri",123,121,113,76,131,164,169,217,274,254,311,352,369,242,64,0,0,0,0,0
"Dearborn","Platte County","Missouri",506,496,529,480,547,543,444,391,456,549,578,499,567,239,0,0,0,0,0,0
"Deepwater","Henry County","Missouri",422,433,507,441,475,565,712,885,956,1093,1391,1398,1201,1102,0,0,0,0,0,0
